cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C01741,2029,Management,0,20,2.97,2.06,12.5
C03281,2029,Aeronautical Engineering,0,25,1.82,2.01,21.3
C01785,2029,Systems Engineering,0,25,2.52,2.31,19.6
C00956,2029,Undeclared,1,37,2.16,3.29,16.3
C03381,2029,Undeclared,0,27,3.02,2.03,18.7
C03924,2029,Management,1,2,3.97,2.74,13.5
C04026,2029,Military & Strategic Studies,0,12,1.85,2.92,14.5
C02898,2029,Management,0,3,2.33,2.54,17.2
C00713,2029,Physics,0,24,4,2.25,23.7
C00412,2029,Economics,1,5,2.22,3.88,10.3
C01891,2029,Mechanical Engineering,0,18,3.46,2.01,27.4
C01462,2029,Geospatial Science,0,14,2.26,3.24,20.5
C03741,2029,Chemistry,0,9,4,2.93,20.3
C01252,2029,Economics,0,2,1.37,3.45,18.2
C02432,2029,Undeclared,0,39,3.53,2.68,21.9
C02879,2029,Systems Engineering,0,30,3.29,2.88,24.8
C02070,2029,Management,1,30,2.2,3.22,16.6
C01069,2029,Operations Research,1,27,1.74,3.99,12.8
C02992,2029,Undeclared,1,31,1.43,3.64,12.8
C03216,2029,Political Science,0,13,2.85,1.28,21.1
C01034,2029,Legal Studies,0,20,3.52,1.54,21.6
C01156,2029,Management,0,8,2.5,2.83,17.8
C01370,2029,Economics,0,33,1.44,2.11,6.4
C02820,2029,Military & Strategic Studies,0,22,2.97,1.62,19.7
C02818,2029,Meteorology,1,26,3.84,4,16.8
C01168,2029,Electrical & Computer Engineering,1,38,3.87,4,21.9
C02824,2029,Computer Science,0,36,1.88,3.26,23
C00499,2029,Undeclared,0,16,2.47,2.84,21.1
C02050,2029,Geospatial Science,1,9,0.98,3.98,13.8
C02827,2029,Behavioral Sciences,1,27,1.8,3.12,13.2
C02376,2029,History,0,4,2.99,1.78,14.5
C01139,2029,Civil & Environmental Engineering,1,1,3.36,3.59,20.1
C02560,2029,Management,0,31,2.09,1.88,14.8
C01047,2029,Management,0,9,2.16,2.1,6.8
C02051,2029,Management,1,25,2.85,3.64,13.1
C01895,2029,Management,0,20,2.65,2.3,14.3
C03908,2029,History,0,37,3.02,3.26,17.6
C02030,2029,Civil & Environmental Engineering,1,24,2.48,3.33,16
C00455,2029,Electrical & Computer Engineering,0,10,3.7,1.43,23.5
C00346,2029,Undeclared,0,36,3.58,2.41,13.7
C00590,2029,Undeclared,0,40,1.9,2.78,12.2
C03641,2029,English,0,5,2.98,3.1,15.6
C00216,2029,Political Science,0,22,2.35,3.43,20
C03690,2029,Electrical & Computer Engineering,1,1,1.73,2.9,17.8
C01272,2029,Aeronautical Engineering,0,24,3.23,3.11,21.8
C02877,2029,Aeronautical Engineering,0,3,2.47,2.13,20.8
C00036,2029,Biology,0,17,3.11,1.26,17.8
C01123,2029,Cyber Science,1,26,3,3.02,19.5
C02219,2029,Economics,0,36,2.27,2.41,19.9
C03100,2029,Management,0,13,1.98,2.03,11.1
C00991,2029,Geospatial Science,0,27,2.23,2.47,16.1
C00083,2029,Political Science,0,27,3.75,1.97,15.7
C00976,2029,Management,1,39,1.83,3.2,8.8
C01166,2029,Undeclared,0,7,4,2.44,17.6
C00215,2029,Data Science,1,12,2.67,3.36,17.4
C02889,2029,Political Science,0,39,1.94,1.81,16.7
C00111,2029,Operations Research,0,24,2.31,2.85,16.6
C03182,2029,Operations Research,0,6,3.11,2.37,19.1
C03591,2029,Behavioral Sciences,0,9,1.47,2.4,18.5
C03928,2029,Electrical & Computer Engineering,0,34,4,2.23,21.9
C01515,2029,Management,1,13,1.35,3.43,6.1
C01068,2029,Undeclared,0,10,3.05,2.38,19.1
C01994,2029,Political Science,1,10,2.38,3.54,8.5
C00617,2029,Cyber Science,0,33,2.53,2.63,20.8
C02280,2029,Aeronautical Engineering,0,8,2.98,2.24,14.4
C00807,2029,Operations Research,1,5,2.53,2.11,15.5
C00045,2029,Management,0,31,2.27,3.46,15.5
C01957,2029,Management,0,14,4,2.26,25.5
C03120,2029,Undeclared,0,40,2.71,2.54,13.5
C03343,2029,Political Science,0,4,1.65,2.62,16.6
C03920,2029,Computer Science,0,31,1.92,1.26,18.7
C00042,2029,Electrical & Computer Engineering,0,7,3.49,2.71,19.5
C02305,2029,Cyber Science,1,38,3.19,4,16.3
C03435,2029,Undeclared,0,12,1.66,1.67,12.9
C02593,2029,Computer Science,0,17,2.79,1.98,19.8
C03364,2029,Economics,1,15,2.47,4,4.9
C03328,2029,Biology,1,25,3.62,3.36,18.4
C00394,2029,Management,1,3,3.46,3.88,11.6
C01305,2029,Political Science,1,35,3.46,3.59,15.6
C01429,2029,Management,0,25,3.25,2.47,19.4
C02436,2029,Systems Engineering,1,25,2.55,2.9,15.5
C02084,2029,Undeclared,0,39,2.08,2.37,18.7
C01959,2029,Chemistry,0,6,3.74,2.06,27.6
C02229,2029,Management,0,7,1.89,1.45,15.5
C00945,2029,Mechanical Engineering,0,37,1.96,2.79,16.5
C01862,2029,Undeclared,1,1,2.83,3.11,13.6
C01721,2029,Civil & Environmental Engineering,0,31,3.29,1.93,27.6
C00396,2029,Military & Strategic Studies,0,1,1.91,2.29,15.3
C02408,2029,Operations Research,0,27,2.5,2.54,17.5
C00292,2029,Management,1,3,2.3,3.21,7
C03643,2029,Mechanical Engineering,0,24,2.37,2.81,25.8
C02556,2029,Geospatial Science,0,9,2.34,2.69,19.7
C03144,2029,Management,1,3,1.54,3.48,7
C03971,2029,Management,1,29,2.41,3.81,12.8
C01608,2029,Economics,1,34,2.23,3.6,14.3
C02123,2029,Aeronautical Engineering,0,33,2.83,1.83,25
C04025,2029,Mathematical Sciences,0,31,3.75,2.11,20.5
C01745,2029,Behavioral Sciences,0,6,2.86,2.09,18.6
C03553,2029,Mechanical Engineering,0,13,2.69,2.48,21.1
C02576,2029,Undeclared,1,27,2.12,4,14.4
C00522,2029,Undeclared,0,17,2.22,1.99,13.5
C02045,2029,Management,1,19,1.95,4,15.9
C01845,2029,Aeronautical Engineering,1,38,3.07,3.83,21.6
C03590,2029,Civil & Environmental Engineering,0,34,3.71,2.37,20.8
C03227,2029,History,1,17,0.68,3.38,8.2
C02207,2029,Mathematical Sciences,1,25,2.33,3.76,17
C03408,2029,Undeclared,0,2,3.15,3.3,16.7
C03112,2029,Computer Science,0,9,3.95,2.7,24.8
C01216,2029,Computer Science,0,38,2.91,2,24.1
C02071,2029,Aeronautical Engineering,1,21,1.59,4,13.4
C02170,2029,Military & Strategic Studies,0,38,3.53,2.79,13.7
C00919,2029,Undeclared,0,6,1.89,1.44,13.2
C02328,2029,Electrical & Computer Engineering,0,30,2.85,2.69,16
C01705,2029,History,0,9,2.92,2.8,18.2
C01467,2029,Foreign Area Studies,0,27,0.85,2.41,15.8
C01340,2029,Electrical & Computer Engineering,1,12,1.43,3.59,15.4
C00427,2029,Data Science,1,9,2.39,4,10.9
C03075,2029,Astronautical Engineering,0,12,2.68,1.95,17.9
C00533,2029,Aeronautical Engineering,1,22,3.09,4,26.2
C03253,2029,Management,1,17,2.71,3.23,7
C03348,2029,Undeclared,0,26,2.69,2.35,16.8
C00389,2029,Electrical & Computer Engineering,0,25,2.62,2.53,23.2
C00195,2029,Mechanical Engineering,1,7,3.5,3.17,19.1
C03763,2029,History,0,18,0.69,3.47,13.6
C03574,2029,Management,1,21,2.14,3.2,12.1
C03136,2029,Management,0,1,4,2.03,19
C02281,2029,Behavioral Sciences,0,33,2.93,3.61,16.9
C00826,2029,Geospatial Science,0,40,3.93,2.38,21.6
C03653,2029,Aeronautical Engineering,0,33,3.26,2.51,20.5
C02631,2029,Mathematical Sciences,0,31,2.47,3.11,19.9
C02505,2029,Geospatial Science,1,17,2.86,3.36,12.6
C03743,2029,Foreign Area Studies,0,22,2.11,2.32,15
C03113,2029,Meteorology,1,23,2.86,4,17.4
C01987,2029,Operations Research,0,3,2.7,1.82,16.3
C01621,2029,Undeclared,1,18,1.86,3.73,14.4
C01259,2029,Management,0,10,2.34,1.7,11.2
C03729,2029,Management,0,14,1.23,2.21,16.1
C02904,2029,Economics,0,1,2.56,2.5,10.9
C01129,2029,Military & Strategic Studies,1,36,1.94,3.55,17.3
C02218,2029,English,0,24,2.67,2.24,16
C00205,2029,Biology,0,35,2.1,1.47,18.8
C02668,2029,Behavioral Sciences,0,26,1.6,3.16,9.4
C03629,2029,Computer Science,0,1,2.44,2.49,18.3
C01931,2029,Economics,1,25,4,3.24,15.6
C00962,2029,Economics,0,14,3.38,2.42,14.4
C00611,2029,Political Science,0,33,2.94,2.07,18.7
C02627,2029,Undeclared,0,11,2.73,2.57,19.7
C02603,2029,Legal Studies,0,12,3.25,2.7,23.6
C01681,2029,Aeronautical Engineering,1,10,3.35,4,18.5
C02916,2029,Undeclared,1,4,2.31,2.91,15.7
C00561,2029,Behavioral Sciences,0,6,0.89,2.86,9.2
C00146,2029,Chemistry,1,27,3.54,3.34,24.1
C00445,2029,Computer Science,0,8,2.92,0.93,21
C00196,2029,Electrical & Computer Engineering,0,10,2.78,1.78,25
C03576,2029,Systems Engineering,0,2,2.96,3.08,15.6
C01149,2029,Political Science,1,2,2.79,3.13,19
C00661,2029,Political Science,1,8,2.16,3.57,14.2
C02469,2029,Undeclared,1,39,2.04,3.38,7.4
C01041,2029,Computer Science,0,15,1.75,2.33,10.4
C00908,2029,Mechanical Engineering,1,10,3.1,3.85,25.2
C02392,2029,Computer Science,0,35,2.36,2.62,20
C01121,2029,Management,1,5,2.59,3.17,14.1
C01489,2029,Astronautical Engineering,0,12,3.41,1.78,15
C01637,2029,Political Science,0,40,1.8,1.81,11.1
C04018,2029,Data Science,0,19,2.89,2.06,18.9
C03942,2029,Electrical & Computer Engineering,0,33,1.47,3.49,20.2
C01018,2029,Management,1,9,1.77,3.03,14.2
C02618,2029,Biology,0,34,1.78,2.85,12.9
C00246,2029,Aeronautical Engineering,0,32,4,1.79,27.1
C00808,2029,Astronautical Engineering,0,17,2.65,3.02,19.5
C03519,2029,Management,1,12,2.17,2.82,16.1
C01233,2029,Undeclared,1,16,2.14,3.58,11.6
C03122,2029,Military & Strategic Studies,1,1,1.9,3.56,9
C03841,2029,Political Science,0,31,2.76,2.02,15.6
C00516,2029,Systems Engineering,1,34,2.35,3.61,13.1
C02260,2029,Cyber Science,0,31,3.9,2.59,21.3
C03305,2029,Biology,0,29,1.97,2.98,16.2
C03822,2029,Aeronautical Engineering,1,15,1.72,3.71,18.8
C02010,2029,Management,0,18,2.11,2.2,20.7
C02886,2029,Systems Engineering,0,23,2.57,2.2,18.7
C02380,2029,Mechanical Engineering,0,7,3.34,1.65,18.5
C01373,2029,Management,1,5,2.55,2.86,14.2
C02580,2029,Undeclared,0,34,2.43,2.99,19
C03070,2029,Management,0,37,2.65,3.46,12.3
C02321,2029,Astronautical Engineering,0,23,3.08,3.73,15.1
C00487,2029,Management,0,9,2.97,2.42,12.3
C00392,2029,Undeclared,1,32,3.05,3.01,23.5
C03526,2029,Economics,0,32,2.74,2.22,17
C01668,2029,Management,0,20,2.25,2.48,10.8
C02177,2029,Management,1,10,2.73,3.78,10.4
C01208,2029,Management,1,30,2.47,3.42,12.6
C00174,2029,Undeclared,0,21,2.47,2.32,11.3
C00383,2029,Aeronautical Engineering,0,21,3.24,3.74,26.3
C01147,2029,Computer Science,0,33,2.2,2.3,17.5
C00451,2029,Undeclared,0,27,3.14,2.38,23.4
C00980,2029,Computer Science,0,31,3.83,2.2,24.3
C00716,2029,History,0,2,2.77,1.84,23.4
C01563,2029,Undeclared,0,4,3.2,2.91,18.6
C03599,2029,Legal Studies,0,34,2.55,2.55,14.9
C03152,2029,History,0,14,2.45,2.03,16.9
C00562,2029,Undeclared,0,36,2.51,3.43,12.1
C00605,2029,Management,1,38,2.54,3.34,10.6
C02023,2029,Astronautical Engineering,0,20,3.14,2.58,17.5
C01684,2029,Computer Science,0,9,3.27,2.16,23.2
C01285,2029,Management,0,9,2.42,1.33,16.5
C02688,2029,History,1,3,2.39,3.68,15
C00260,2029,Astronautical Engineering,0,11,3.67,2.63,22.6
C02034,2029,Management,1,38,2.79,3.07,11.4
C01492,2029,Aeronautical Engineering,0,14,2.91,2.78,23.1
C02697,2029,Undeclared,0,35,2.92,2.95,15.2
C00257,2029,Cyber Science,0,21,3.92,2.61,21.1
C03494,2029,Foreign Area Studies,0,15,2.16,2.5,18.4
C02216,2029,Geospatial Science,0,32,1.9,1.97,15.2
C03765,2029,Management,1,12,3.11,3.22,14.1
C03243,2029,Political Science,0,31,1.99,2.18,18.1
C01288,2029,Economics,0,24,1.46,3.37,10.5
C02313,2029,Data Science,0,15,2.37,2.48,16.7
C02626,2029,History,0,2,1.97,2.35,12.6
C03292,2029,Foreign Area Studies,0,20,1.39,2.37,13.6
C03715,2029,Economics,1,1,2.75,4,18.1
C02728,2029,Astronautical Engineering,0,23,3.81,1.71,21.8
C03172,2029,Geospatial Science,1,32,1.61,3.22,10
C02121,2029,Systems Engineering,0,29,3.15,2.29,20.9
C00844,2029,Computer Science,0,10,2.58,2.1,18.4
C03481,2029,Electrical & Computer Engineering,1,10,3.17,3.9,19.3
C00668,2029,Management,0,19,2.81,1.98,16.1
C02064,2029,Mathematical Sciences,1,8,4,4,24.9
C01482,2029,Political Science,0,14,2.95,2.36,18.5
C00155,2029,Cyber Science,1,11,2.08,3.46,11.9
C01232,2029,Management,0,16,3.14,3.54,18.6
C03722,2029,Management,0,13,2.35,2.12,16.1
C01852,2029,History,0,1,1.84,2.29,14.2
C03031,2029,Management,0,2,3.04,2.61,11.3
C03529,2029,Computer Science,1,12,2.76,3.8,17.8
C03656,2029,Aeronautical Engineering,0,35,3.41,2.78,16.6
C00047,2029,History,1,14,1.72,2.91,10.2
C03073,2029,Systems Engineering,0,13,2.49,1.99,19.3
C01231,2029,Mathematical Sciences,1,39,2.61,3.5,15.9
C01864,2029,Military & Strategic Studies,0,6,1.91,2.4,15.9
C03881,2029,History,0,37,3.55,1.98,17.7
C02459,2029,Undeclared,0,11,1.98,3.09,18.4
C01996,2029,Economics,0,8,3.22,2.5,18.7
C03034,2029,Physics,0,5,3.52,2.46,20.7
C01699,2029,Mechanical Engineering,0,9,3.8,1.89,17.1
C03263,2029,Military & Strategic Studies,0,3,3.36,2,17.6
C01961,2029,Management,1,22,1.63,3.32,11
C00674,2029,Computer Science,1,5,2.78,3.44,18.9
C03779,2029,Cyber Science,1,10,2.52,4,18.6
C01784,2029,Political Science,0,11,2,2.02,16.3
C00691,2029,History,0,32,3.29,1.97,26.2
C02296,2029,Management,1,16,3.23,3.34,14
C03427,2029,Philosophy,0,2,2.04,1.48,15.7
C02194,2029,Management,0,5,3.77,3.55,17.8
C03331,2029,Behavioral Sciences,1,6,2.67,3.41,12.4
C00088,2029,Political Science,1,17,3.25,2.91,14.1
C02494,2029,Behavioral Sciences,1,24,2.49,3.71,11.7
C01247,2029,Management,1,19,1.36,3.75,10
C02962,2029,Systems Engineering,0,6,2.51,2.01,19.9
C01746,2029,Undeclared,0,30,2.65,2.76,21.7
C02616,2029,Mathematical Sciences,1,20,1.56,4,10.2
C00094,2029,Economics,0,8,2.17,2.22,16.5
C03014,2029,Operations Research,0,12,3.83,3.39,16.3
C03922,2029,Management,0,28,1.68,2.54,14.9
C01556,2029,Economics,1,15,2.95,3.59,16.9
C02780,2029,Data Science,0,36,3.44,2.76,18.1
C03358,2029,Data Science,1,35,2.68,3.18,20.6
C00247,2029,Legal Studies,0,28,1.87,2.99,15.3
C00721,2029,Computer Science,1,20,3.04,3.55,15.1
C01809,2029,Data Science,1,39,1.89,3.74,19.2
C03161,2029,Computer Science,0,6,2.13,3.36,23.6
C01333,2029,Management,0,39,2.4,2.51,17.1
C01892,2029,Management,0,21,2.31,1.79,14.1
C03479,2029,Cyber Science,0,36,2.19,2.46,20.1
C01049,2029,Foreign Area Studies,1,32,2.59,2.66,15.7
C03712,2029,Undeclared,0,8,2.97,1.84,19.2
C03203,2029,Mechanical Engineering,1,8,2.69,3.03,18.9
C00953,2029,Cyber Science,1,37,2.13,2.35,19.9
C02869,2029,Aeronautical Engineering,1,22,2.96,3.14,19.6
C00990,2029,Undeclared,0,40,2.27,2.44,18.9
C03485,2029,Meteorology,1,26,2.32,3.31,19.7
C02565,2029,Civil & Environmental Engineering,0,31,3.46,1.95,17.7
C01245,2029,Aeronautical Engineering,0,25,2.46,2.89,22.2
C00620,2029,Undeclared,1,1,1.4,3.32,10.5
C03054,2029,English,1,4,3.14,4,17.4
C01213,2029,Biology,1,24,2.86,4,20.9
C03807,2029,Systems Engineering,1,22,2.22,3.43,15.5
C00461,2029,Data Science,1,37,1.73,4,17.3
C02891,2029,Systems Engineering,0,8,2.71,2.6,20.4
C00793,2029,Economics,1,29,2.17,4,13.7
C03703,2029,Management,0,35,1.98,2.18,11.9
C01585,2029,Behavioral Sciences,0,18,3.14,1.86,21.6
C03632,2029,Undeclared,0,40,3.49,3.25,19.4
C01666,2029,Military & Strategic Studies,0,32,2.94,2.94,14
C03029,2029,Aeronautical Engineering,0,2,2.6,2.34,17.8
C00356,2029,Biology,1,2,2.71,3.59,14.1
C01566,2029,Behavioral Sciences,1,27,4,3.13,15.4
C01324,2029,Management,1,14,2.98,2.75,12.4
C04034,2029,Management,1,8,2.6,3.46,10.8
C02221,2029,Mathematical Sciences,0,2,1.72,2.72,18.1
C02453,2029,Undeclared,0,8,2.31,2.92,17.6
C03077,2029,Biology,0,1,3,2.25,20.1
C01490,2029,Mathematical Sciences,1,3,3.62,3.49,12.2
C03273,2029,Behavioral Sciences,1,37,1.73,3.02,15
C00775,2029,Meteorology,0,1,2.45,1.55,19.8
C01134,2029,Management,1,11,2.58,3.82,11.1
C00672,2029,Political Science,0,19,2.37,2.08,16.9
C03552,2029,Economics,0,21,3.69,2.63,14.8
C03225,2029,Management,0,7,1.33,2.67,11.9
C00819,2029,Chemistry,0,9,2.71,2.89,13.6
C00993,2029,Aeronautical Engineering,1,8,3.54,4,20.9
C03222,2029,Political Science,0,2,1.92,2.97,17.8
C00147,2029,Economics,1,12,2.43,4,16.5
C02254,2029,Behavioral Sciences,0,33,2.45,2,18.4
C01579,2029,Economics,0,30,1.73,2.03,13.8
C03183,2029,Economics,1,17,2.27,4,16.7
C01512,2029,Political Science,0,23,2.23,3.07,17
C03462,2029,Management,0,18,2,2.78,13.3
C03772,2029,Undeclared,1,24,3.29,3.81,13.9
C02939,2029,Systems Engineering,0,39,3.35,2.61,16.4
C01964,2029,Electrical & Computer Engineering,0,4,2.74,3.44,23.4
C02465,2029,Aeronautical Engineering,1,30,3.68,3.35,27.7
C03016,2029,Undeclared,0,9,3.55,1.99,18.6
C01919,2029,Operations Research,0,2,4,2.3,21.8
C03011,2029,Management,0,5,2.6,2.06,10.2
C00581,2029,English,0,6,1.66,2.52,12.2
C01173,2029,Electrical & Computer Engineering,1,31,2.21,3.3,14.8
C02037,2029,Behavioral Sciences,0,5,3.08,2.71,14.7
C03416,2029,Economics,0,22,1.54,2.21,14.7
C00550,2029,Management,0,20,3.44,3.06,20.4
C02330,2029,Operations Research,0,28,2.01,2.61,17.8
C00069,2029,Chemistry,0,9,1.41,2.52,10.9
C03725,2029,Astronautical Engineering,0,31,2.65,3.19,22.6
C02837,2029,Management,0,28,1.56,3.37,12.5
C00322,2029,Economics,0,24,3.59,2.23,18.4
C00289,2029,Legal Studies,0,33,2.4,2.06,14.2
C00008,2029,Management,0,25,2.62,2.93,14
C02541,2029,Management,0,6,2.11,2.17,14.9
C02327,2029,Aeronautical Engineering,0,20,4,2.69,27
C02394,2029,Electrical & Computer Engineering,0,4,2.62,2.63,21.4
C02417,2029,Astronautical Engineering,0,27,1.42,2.6,22
C02468,2029,Behavioral Sciences,0,14,1.64,2.05,20.6
C01420,2029,Cyber Science,0,9,2.97,1.98,13.9
C02938,2029,Physics,0,40,2.26,3.59,16.2
C02299,2029,Behavioral Sciences,0,13,2.77,3.47,19.3
C03297,2029,Astronautical Engineering,1,23,1.93,2.75,17.9
C02138,2029,Management,0,33,3.44,2.18,18.3
C03849,2029,Electrical & Computer Engineering,1,18,2.02,2.79,12.5
C00971,2029,Systems Engineering,0,37,3.4,2.58,26.8
C02782,2029,Civil & Environmental Engineering,0,12,3.72,2.66,15.8
C01382,2029,Aeronautical Engineering,1,11,3.25,3.39,17.6
C03117,2029,Management,0,6,2.17,3.32,12.6
C02269,2029,Management,1,15,1.1,2.47,8.8
C02399,2029,Management,1,19,2.14,3.42,10.1
C01346,2029,Undeclared,1,16,1.45,3,9.7
C01733,2029,English,0,39,2.95,1.98,18.5
C03564,2029,Systems Engineering,0,21,3.17,1.73,17.4
C03996,2029,Astronautical Engineering,1,24,1.75,3.08,13.3
C03501,2029,Undeclared,1,39,2.21,2.81,13
C03306,2029,History,0,35,2.39,2.36,17.4
C01087,2029,Systems Engineering,0,3,4,2.18,24.5
C02444,2029,Computer Science,0,5,2.63,1.97,17.4
C01537,2029,Cyber Science,0,39,2.63,2.3,23.3
C03885,2029,Management,0,11,2.58,2.68,16.2
C02567,2029,Economics,0,35,2.25,3.86,16.9
C01154,2029,Aeronautical Engineering,0,13,3.44,1.99,19.3
C01255,2029,Civil & Environmental Engineering,0,29,3.02,2.65,17.2
C02089,2029,Economics,0,23,3.08,2.85,17.5
C02823,2029,Legal Studies,0,16,2.32,2.42,18.7
C00039,2029,Astronautical Engineering,1,35,2.26,2.9,18.3
C01777,2029,Electrical & Computer Engineering,0,27,3.81,1.82,24.4
C02386,2029,Aeronautical Engineering,0,37,1.98,3.51,16.7
C02804,2029,Mechanical Engineering,0,40,2.47,1.83,24.7
C01195,2029,Meteorology,0,24,1.85,2.61,13.1
C02310,2029,Physics,0,27,1.72,2.43,14
C03550,2029,English,0,40,1.16,2.57,19
C00709,2029,Undeclared,1,11,2.88,3.57,14
C02931,2029,Aeronautical Engineering,0,40,1.91,3.23,20
C02450,2029,Aeronautical Engineering,0,37,4,2.38,25.3
C00763,2029,Geospatial Science,0,11,2.88,1.85,25
C01810,2029,Economics,0,6,3.44,1.76,21.5
C00005,2029,Astronautical Engineering,0,6,3.13,2.4,21
C03966,2029,Military & Strategic Studies,0,9,1.93,1.84,17.8
C01713,2029,Behavioral Sciences,1,38,3.19,3.23,17.5
C01059,2029,Management,0,13,2.88,2.34,10
C00537,2029,Systems Engineering,0,32,2.81,1.84,19.1
C00198,2029,Economics,0,3,2.31,3.11,19.8
C00370,2029,Chemistry,1,6,2.89,2.77,16.1
C00028,2029,Behavioral Sciences,0,31,2.71,1.75,14.9
C00732,2029,Physics,0,28,3.77,2.46,20
C00920,2029,Undeclared,0,37,3.43,2.73,18.9
C01511,2029,History,0,4,4,2.34,20.2
C01073,2029,Undeclared,0,25,1.92,2.64,13.8
C03912,2029,Management,0,5,2.28,2.57,19.2
C00067,2029,Physics,0,35,2.73,3.61,15.4
C02294,2029,Mathematical Sciences,1,8,2.61,3.14,21.4
C00337,2029,Undeclared,0,23,2.24,2.46,20.8
C01294,2029,Undeclared,1,36,3.44,3.65,15.9
C02307,2029,Biology,1,11,1.61,4,12.6
C01200,2029,Management,0,16,3.1,2.17,14.6
C02671,2029,Political Science,1,16,3.1,3.19,15.5
C02183,2029,Undeclared,1,7,1.63,3.09,14.1
C00901,2029,Electrical & Computer Engineering,1,1,2.21,3.73,17.9
C00856,2029,Meteorology,1,30,3.65,3.68,14.5
C02157,2029,Civil & Environmental Engineering,0,10,3.28,3.35,20.9
C01133,2029,Management,1,4,2.74,3.11,11.7
C02312,2029,Astronautical Engineering,0,2,2.58,2.29,20.9
C03202,2029,Management,0,27,2.34,2.56,18
C01281,2029,Systems Engineering,1,33,1.42,3.17,18.1
C02612,2029,Systems Engineering,0,37,3.58,2.84,22
C02298,2029,Military & Strategic Studies,0,1,0.67,1.74,17.5
C01949,2029,Management,0,40,3.4,2.62,16.5
C01024,2029,Undeclared,1,29,1.71,3.46,11.5
C04031,2029,Electrical & Computer Engineering,0,26,3.98,3,26.5
C02875,2029,Undeclared,0,10,2.44,2.86,12.6
C02085,2029,Undeclared,0,4,3.14,2.62,16.8
C03184,2029,Electrical & Computer Engineering,1,25,2.68,3.92,17.7
C01732,2029,Management,0,23,3.48,2.64,19.1
C01690,2029,Mathematical Sciences,1,26,1.35,2.92,18.8
C01761,2029,Civil & Environmental Engineering,0,39,1.3,3.01,14.1
C02738,2029,Undeclared,1,25,1.7,4,8.4
C02598,2029,Economics,1,32,3.66,4,13.3
C00665,2029,Aeronautical Engineering,1,37,1.83,3.12,18.6
C00286,2029,Chemistry,0,38,3.6,2.55,16.2
C03806,2029,Mathematical Sciences,1,5,3.49,3.59,15.7
C02766,2029,Electrical & Computer Engineering,1,13,2.45,3.23,22.1
C01868,2029,Political Science,0,13,2.59,3.35,14.6
C02591,2029,Operations Research,0,22,3.05,3.21,20.1
C01616,2029,Systems Engineering,0,25,1.91,2.36,16.6
C03680,2029,Economics,0,23,2.83,3.27,21.8
C03186,2029,Aeronautical Engineering,0,16,4,3.17,24.8
C02196,2029,Operations Research,1,1,2.07,3.98,14.9
C02466,2029,Cyber Science,1,37,2.84,4,17.4
C00997,2029,Legal Studies,0,32,2.85,2.85,16.7
C03299,2029,English,0,28,1.8,2.22,10.5
C03530,2029,Electrical & Computer Engineering,0,6,3.67,3.01,24.1
C01692,2029,Astronautical Engineering,0,21,2.65,2.62,21.8
C00020,2029,Economics,1,37,1.9,3.19,12.8
C00086,2029,Management,0,6,2.89,1.48,11.4
C03612,2029,Undeclared,0,2,2.09,3.05,14.5
C03645,2029,Mechanical Engineering,0,2,3.35,3.1,21.9
C01389,2029,Management,0,28,2.11,3.22,12.1
C03229,2029,Operations Research,1,9,2.5,3.65,14.9
C03575,2029,Management,0,5,2.4,1.89,14.1
C03286,2029,Mechanical Engineering,1,15,3.44,4,18.8
C03891,2029,Mechanical Engineering,0,3,3.35,2.57,22.7
C00465,2029,Civil & Environmental Engineering,1,35,2.32,3.74,19.1
C02300,2029,Management,0,4,3.04,1.74,14.1
C02146,2029,Undeclared,1,2,2.64,3.54,15.9
C01754,2029,Biology,0,22,2.26,1.52,20.8
C02129,2029,Chemistry,0,8,2.17,3.37,19.2
C00741,2029,Computer Science,1,23,2.13,2.33,18.6
C01655,2029,Military & Strategic Studies,1,25,3.33,3.78,16
C03486,2029,Management,1,37,2.66,3.14,14.4
C00436,2029,Economics,1,19,3,3.59,11.5
C02895,2029,Undeclared,0,7,2.87,1.82,12.1
C00211,2029,Computer Science,0,9,3.25,2.65,25.6
C00521,2029,Political Science,0,12,2.46,1.79,13.7
C03634,2029,Political Science,0,21,2.2,2.52,14
C04004,2029,Legal Studies,0,12,3.1,2.81,26.6
C01000,2029,Undeclared,0,17,2.99,1.95,15.8
C01567,2029,Political Science,0,11,2.34,2.24,20.4
C02979,2029,History,1,31,3.26,3.79,16.2
C01483,2029,Management,0,18,1.32,1.87,11.6
C03212,2029,Management,0,13,2.37,2.39,20.4
C01901,2029,Management,0,22,2.32,1.95,16.1
C01088,2029,Management,0,16,2.2,2.34,16.6
C01453,2029,Data Science,0,1,3.67,0.88,20.8
C00804,2029,Management,0,39,3.26,2.06,13.6
C02356,2029,Undeclared,1,19,2.26,3.41,9.3
C01827,2029,Economics,0,25,2.1,2.73,17.9
C02759,2029,Operations Research,0,12,2.83,2.31,19.4
C02754,2029,Astronautical Engineering,0,15,3.13,1.46,24.4
